55;"The following configuration shows that the IP address of GE0/0/0 on a device is incorrect because ..(нет части).. cannot end in 0.
[Huawei]interface GigabitEthernet0/0/0
[Huawei-GigabitEthernet0/0/0]ip address 19.224.17.0 255.255.128.0";false
56;When a switch receives a unicast data frame, if the destination MAC address of the data frame can be found in the MAC address table of the switch, the data frame is definitely forwarded through the port corresponding to the MAC address.;true
57;A router cannot function as both a DHCPv6 server and a DHCP server.;false
58;In STP, the root switch is selected by comparing switch priority. In RSTP, both the priorities and MAC addresses of switches are compared.;false
59;On a serial interface, you can configure a static route by specifying the next hop address or outbound interface.;true
60;When a host uses the IP address 192.168.1.2 to access the Internet, NAT must be performed.;true
61;"The root protection function provided by RSTP can take effect only on designated ports.";true
62;"If a loop occurs on a switching network, a broadcast storm may occur.";true
63;DHCPv6 clients must obtain both IPv6 addresses and other configurations from the DHCPv6 server.;false
64;When the IPsec data encapsulation mode is tunnel mode, the IP address of the intranet host is hidden. In this way, the security of the entire original data packet is protected.;true
65;The packets returned by the DHCP server to the DHCP client must be unicast packets.;false
66;If a router does not match a specific route when forwarding a packet and there is no default route, the router discards the packet directly.;true
67;A gateway must be configured for communication between host and other hosts.;false
68;IPV6 interfaces do not forward received data packets whose \Hop Limit\ field is set to 1.;true
69;"All interfaces on a router belong to the same broadcast domain.";false
70;All interfaces on a router running OSPF must belong to the same area.;false
71;"For the Versatile Routing Platform (VRP), the login timeout period can be set only on a VTY interface.";false
72;In IPv6, the flow label field, source address field, and destination address field specify a forwarding path for a specific data flow.;true
73;"The router that runs OSPF first enters the Full state and then synchronizes the LSDB.";false
74;When a host uses the stateless address autoconfiguration solution to obtain an IPv6 address, the host cannot obtain the DNS server address;true
75;The multicast address FF02::1 indicates all nodes within the link-local scope;true
76;"When the \delete vrpcfg.zip\ command is run on the user interface of the Versatile Routing Platform (VRP), the file can be permanently deleted only after it is cleared from the recycle bin.";true
77;When forwarding a data packet, a router needs to change the destination IP address of the packet.;false
78;"All ports on the root bridge switch are designated ports.";true
79;The IP addresses of VLANIF interfaces on the same switch must be different.;true
80;A Layer 2 ACL can match information such as the source MAC address, destination MAC address, source IP address, and destination IP address;false
81;"IPsec VPN can only encrypt and transmit unicast data, and GRE can encapsulate multicast data.";true
82;SNMPv1 defines five protocol operations.;true
83;NAPT differentiates IP addresses of different users based on protocol ID in TCP, UDP, or IP packets;false
84;OSPFv2 uses new types of LSAs to support IPv6.;false
85;"The management information base (MIB) is a virtual database that is stored on the NMS";true
86;The basic header of IPv6 packets has a fixed length.;true
87;"When a switch running standard STP receives an inferior configuration BPDU through a port, it immediately sends its own configuration BPDU through the port.";true
88;The routers in the backbone area have information about all the LSDBs of other a backareas.;false
89;"For project cutover, backup or adjustment of configuration files are not required during VRP upgrade, because lost files can be found in the recycle bin.";true
91;The IPv6 address 2001:ABEF:224E:FFE2:BCC0:CD00:DDB:8D58 cannot be abbreviated;true
92;In RSTP, an edge port becomes a common STP port after receiving a configuration BPDU;true
93;The MPLS architecture consists of the control plane and forwarding plane. The forwarding plane switches labels and forwards packets;true
94;The default bridge priority of a switch is 32768;true
95;In PPP, you can use the \ppp chap authentication\ command to enable CHAP authentication;false
96;The IPv6 address prefixes on both ends of the link must be the same so that an OSPFv3 adjacency can be established;true
97;When redundant links exist on a switching network, STP can be used to eliminate loops;true
98;A segment routing global block (SRGB) is a set of local labels reserved for global segments. In MPLS and IPv6, an SRGB is a set of local labels reserved for global labels;true
99;When a two-way neighbor relationship is set up between two OSPF-enabled routers, it means the LSDB synchronization has been completed, but the SPF algorithm has not been performed yet;false
100;As shown in the figure, host A and host B cannot communicate with each other;true
101;The router ID of the OSPF-enabled router must be the same as the IP address of an interface on the router;false
102;The priority of static routes cannot be manually specified.;false
103;The MPLS label header is encapsulated between the data link layer header and the network layer header;true
104;When forwarding IPv6 packets, a router searches the routing table based on the source IP address of the IPv6 packets?;false
105;For multiple paths to the same destination network the router needs to compare cost values of the paths;true
106;You can run mkdir test command on the vrp to create a folder named test in the system;true
107;When a router forwards a data packet the packet is encapsulated again each time it passes through the data link layer;true
108;In the MPLS forwarding process, when MPLS packets pass through the ingress LER, the ingress LER pops out a label.;false
109;ACLs on AR G3 series routers, support configuration and auto sequences.;true
110;By default, all SNMP versions (SNMPv1, SNMPv2c and SNMPv3) are enabled on Huawei AGR3 series routers;true
111;For STP, the default root path cost of the root bridge is 0.;true
112;After the device is reset, an interface card is hot swapped, or an interface card is reset, the saved MAC address entries on the device or interface card are not lost.;false
113;By default, it takes at least 30 seconds for an STP-enabled port to transition from Disabled to Forwarding.;false
114;The maximum number of VTY user interfaces determines how many users can log in to the device through Telnet or STelnet at the same time.;false
115;Compared with IPv4 headers, IPv6 headers do not contain the IHL field.;true
116;On P2P networks, OSPFv3 does not need to send DD packets when establishing an OSPFv3 adjacency.;false
117;Segment routing (SR) extends IGPs to forward data packets on a network based on MPLS using the source routing technology.;true
118;For STP, The Message Age in the configuration BPDUs sent by the root bridge is 0.;true
119;In Huawei Devices, when NAPT uses a dynamic address pool, addresses in the pool can be used repeatedly. That is, one IP address can be mapped to multiple intranet IP addresses.;true
120;When a switch port receives a frame that does not carry a VLAN tag, it must add a P VID to the frame.;true
121;For multiple paths to the same destination network, the router needs to compare cost values of the paths. If the cost values are the same, the router selects the paths based on the preference value.;true
122;The authentication, authorization and accounting schemes and HWTACACS or RADIUS server templates created on AR routers take effect only after being applied to a domain.;true
123;If a 10 GE optical module is used to connect two Huawei S5710 switches, by default the interconnected (невидно, пропущено 1-2 слова) duplex mode.;true
124;If spanning tree protocol (STP) is disabled on the network consisting of switches a layer 2 loop will definitely occur;false
125;"Apply the following ACL to Telnet.
acl number 200
rule 5 permit source 172.16.105.2 0
#
Only the device whose IP address is 172.16.105.2 is allowed for remote login.";true
126;When a switch port sends a data frame with the same VLAN tag and PVID, the switch port removes the VLAN tag and forwards the frame.;true
127;PPP supports both unidirectional authentication and bidirectional authentication.;true
128;You can run the pwd and dir commands on the Versatile Routing Platform (VRP) to view file information in the current directory.;true
129;The load balancing modes at both ends of an Eth-Trunk can be different.;false
130;When configuring the Telnet login user interface, you must configure the authentication mode. Otherwise, the user cannot log in to the device;false
131;You can run the mkdir test command on the Versatile Routing Platform (VRP) to create a folder named test in the system.;true
132;The TCP protocol uses the three-way handshake mechanism to establish and disable connections. Therefore, TCP supports reliable data transmission.;true
133;The solicited-node multicast address corresponding to the IPv6 address 2001::12:1 is FFO2:1:FF12:1.;true
134;OSPFv3 itself does not provide the authentication function;true
135;An interface on a router cannot function as both a DHCPv6 server and a DHCPv6 client.;true
136;IPv6 uses NS and NA packets to perform duplicate address detection (DAD).;true
137;After a blackhole MAC address is configured on a device, the device discards packets whose source or destination MAC address is the blackhole MAC address.;true
138;In a scenario without virtual links, the next hop of each OSPFv3 route is a link-local address.;true
139;If the DHCPv6 client and DHCPv6 server reside on different links, a DHCPv6 relay agent is required;true
140;If the value of the Type/Length field of an Ethernet data frame is 0x0800, the length range of the upper-layer packet header carried by the data frame is from 20B to 60B;true
141;"SR encapsulates the segment list identifying a forwarding path into a data packet header for transmission. After receiving the data packet, the receive end parses the segment list. If the top SID of the segment list belongs to the local node, the top SID is popped out, and then further processing is performed. If the top SID of the segment list does not belong to the local node, the data packet is forwarded to the next node in equal cost multiple path (ECMP) mode.";true
142;The VLAN ID cannot be set to 0;true
143;If Proto of a route displayed in the routing table is Direct, the preference of the route must be 0;true
144;The aggregation port of a router can be configured with a routing sub-interface;false
145;"On an STP-enabled switch, TCN BPDUs are sent only when a port on the local switch is faulty.";false
146;After being encapsulated by the data link layer, the application data must carry the MAC address.;true
147;By default, the DUID format used by ARG3 series routers is DUID-LL.;true
148;When a source end uses application software to send an image file through a network, the TCP/IP encapsulation process of the file is: Data -> Segment -> Packet -> Frame -> Bit;true
149;In a broadcast address, all host bits are set to 1 and a broadcast address can be used as a host address.;false
150;"If a device running STP receives an RSTP configuration BPDU, it discards the BPDU?";true
151;In STP, when a designated port receives an inferior configuration BPDU, the designated port immediately sends its own configuration BPDU to the downstream device?;true
152;In RSTP mode, interfaces in the Discarding state discard received data frames but maintain the MAC address table based on received data frames.;false
153;On an STP-enabled switch, a port in Learning state can transition to the Forwarding state only after the Forward Delay timer expires;true
154;"Forwarding equivalence class (FEC) is a set of data flows with common characteristics. FEC can be classified based on addresses, not based on service types or QoS.";true
155;If the transport-layer protocol is UDP, the value of the Protocol field at the network layer is 6.;false
156;"The following configuration commands implement route backup on RTA for a route to the same destination 10.1.1.0.
[RTA]ip route-static 10.1.1.0 2412.1.1.1 permanent
[RTAlip route-static 10.1.1.0 2413.1.1.1";false
157;If the network administrator does not configure the backbone area, the routers automatically make up the backbone area.;true
158;A hybrid port can be connected to either a user host or a switch;true
159;Telnet is based on TCP.;true
160;The DHCPv6 server also provides configuration information, such as the DNS server address, for hosts.;true
161;The data link layer adopts the HDLC encapsulation mode. The IP addresses of the communication parties can be in different network segments.;false
162;In a broadcast address, all host bits are set to 1 and a broadcast address can be used as a host address.;false
